SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
MLS Listing,,Single Family Residential,7204 S Golfside Ln,Phoenix,AZ,85042,520000,4,3.0,ENCANTO AT THE LEGACY,1841,4000,2000,5,282,88,Active,,,https://www.redfin.com/AZ/Phoenix/7204-S-Golfside-Ln-85042/home/27294709,ARMLS,6856371,N,Y,33.3817869,-112.0175768
MLS Listing,,Townhouse,3935 E Rough Rider Rd #1183,Phoenix,AZ,85050,449449,1,1.5,Villages at Aviano Condominium,1490,74,2007,5,302,461,Active,,,https://www.redfin.com/AZ/Phoenix/3935-E-Rough-Rider-Rd-85050/unit-1183/home/28356144,ARMLS,6856365,N,Y,33.6874994,-111.9902846
MLS Listing,,Mobile/Manufactured Home,404 W Galvin St,Phoenix,AZ,85086,699950,5,3.0,Horse Property,2817,49005,2000,5,248,,Active,,,https://www.redfin.com/AZ/Phoenix/404-W-Galvin-St-85086/home/27013995,ARMLS,6836675,N,Y,33.8067161,-112.0797713
MLS Listing,,Single Family Residential,6843 S 46th Dr,Laveen,AZ,85339,437500,3,2.0,ROGERS RANCH PARCEL 8,1704,5500,2007,5,257,42,Active,,,https://www.redfin.com/AZ/Laveen/6843-S-46th-Dr-85339/home/28248665,ARMLS,6856348,N,Y,33.3838814,-112.1582206
MLS Listing,,Single Family Residential,2935 W Kristal Way,Phoenix,AZ,85027,644900,3,2.0,Ridgewood Acres,2649,15776,1979,5,243,,Active,,,https://www.redfin.com/AZ/Phoenix/2935-W-Kristal-Way-85027/home/27838435,ARMLS,6856340,N,Y,33.6611575,-112.1230007
MLS Listing,,Single Family Residential,5610 N 38th Dr,Phoenix,AZ,85019,424900,4,2.0,COUNTRY LIFE HOMES UNIT 3,1454,6194,1957,5,292,,Active,,,https://www.redfin.com/AZ/Phoenix/5610-N-38th-Dr-85019/home/27933162,ARMLS,6856327,N,Y,33.5183355,-112.1422069
MLS Listing,,Single Family Residential,4214 E Morrow Dr,Phoenix,AZ,85050,675000,3,2.0,Paradise Valley Landings,2039,7986,1989,5,331,,Active,,,https://www.redfin.com/AZ/Phoenix/4214-E-Morrow-Dr-85050/home/28246845,ARMLS,6856319,N,Y,33.6577527,-111.9911649
MLS Listing,,Single Family Residential,2425 W Woburn Ln,Phoenix,AZ,85085,875000,5,3.5,AMBER HILLS,4464,8940,2004,5,196,125,Active,,,https://www.redfin.com/AZ/Phoenix/2425-W-Woburn-Ln-85085/home/27648108,ARMLS,6856308,N,Y,33.7925995,-112.1127833
MLS Listing,,Condo/Co-op,5450 E Deer Valley Dr #1195,Phoenix,AZ,85054,499000,2,2.0,TOSCANA VACATION SUITES CONDOMINIUM,1392,1376,2014,5,358,583,Active,May-3-2025 09:30 AM,May-3-2025 12:00 PM,https://www.redfin.com/AZ/Phoenix/5450-E-Deer-Valley-Dr-85054/unit-1195/home/95461543,ARMLS,6856294,N,Y,33.6783173,-111.96168
MLS Listing,,Single Family Residential,2323 W Kachina Trl,Phoenix,AZ,85041,549999,4,3.5,SOUTHERN HIGHLANDS AMD,2719,8326,2010,5,202,92,Active,,,https://www.redfin.com/AZ/Phoenix/2323-W-Kachina-Trl-85041/home/27346463,ARMLS,6856281,N,Y,33.3569594,-112.1101844
MLS Listing,,Townhouse,5100 E Rancho Paloma Dr #2065,Cave Creek,AZ,85331,699000,2,2.0,RANCHO NORTH CONDOS,1990,1858,2019,5,351,309,Active,,,https://www.redfin.com/AZ/Cave-Creek/5100-E-Rancho-Paloma-Dr-85331/unit-2065/home/167615948,ARMLS,6856280,N,Y,33.7825771,-111.9710252
MLS Listing,,Condo/Co-op,4808 N 24th St #1003,Phoenix,AZ,85016,724900,2,2.0,OPTIMA BILTMORE TOWERS CONDOMINIUM 2ND AMD,1356,1344,2006,5,535,1056,Active,,,https://www.redfin.com/AZ/Phoenix/4808-N-24th-St-85016/unit-1003/home/28180328,ARMLS,6856274,N,Y,33.5080808,-112.0308682
MLS Listing,,Single Family Residential,4637 W Misty Willow Ln,Glendale,AZ,85310,1050000,4,3.5,SADDLE RANCH ESTATES UNIT 2,3567,16942,1993,5,294,,Active,,,https://www.redfin.com/AZ/Glendale/4637-W-Misty-Willow-Ln-85310/home/27847807,ARMLS,6856270,N,Y,33.7040492,-112.1596522
